Q1,T1,Tsp,err
1.9337999999999909,20.6272,20.949499999999997,0.3222999999999985
0.0,20.949499999999997,20.949499999999997,0.0
0.0,20.949499999999997,20.949499999999997,0.0
1.9582947999999907,20.6272,20.949499999999997,0.3222999999999985
0.02449479999999988,20.949499999999997,20.949499999999997,0.0
1.9835631199999906,20.6272,20.949499999999997,0.3222999999999985
0.04976311999999975,20.949499999999997,20.949499999999997,0.0
0.04976311999999975,20.949499999999997,20.949499999999997,0.0
0.04976311999999975,20.949499999999997,20.949499999999997,0.0
0.04976311999999975,20.949499999999997,20.949499999999997,0.0
0.04976311999999975,20.949499999999997,20.949499999999997,0.0
0.04976311999999975,20.949499999999997,20.949499999999997,0.0
0.04976311999999975,20.949499999999997,20.949499999999997,0.0
0.04976311999999975,20.949499999999997,20.949499999999997,0.0
0.04976311999999975,20.949499999999997,20.949499999999997,0.0
0.04976311999999975,20.949499999999997,20.949499999999997,0.0
0.04976311999999975,20.949499999999997,20.949499999999997,0.0
0.04976311999999975,20.949499999999997,20.949499999999997,0.0
2.0088314399999905,20.6272,20.949499999999997,0.3222999999999985
0.07503143999999964,20.949499999999997,20.949499999999997,0.0
0.07503143999999964,20.949499999999997,20.949499999999997,0.0
0.07503143999999964,20.949499999999997,20.949499999999997,0.0
0.07503143999999964,20.949499999999997,20.949499999999997,0.0
0.07503143999999964,20.949499999999997,20.949499999999997,0.0
0.07503143999999964,20.949499999999997,20.949499999999997,0.0
0.07503143999999964,20.949499999999997,20.949499999999997,0.0
0.07503143999999964,20.949499999999997,20.949499999999997,0.0
0.07503143999999964,20.949499999999997,20.949499999999997,0.0
0.07503143999999964,20.949499999999997,20.949499999999997,0.0
0.07503143999999964,20.949499999999997,20.949499999999997,0.0
100.0,20.6272,56.0,35.3728
100.0,20.949499999999997,56.0,35.0505
100.0,20.949499999999997,56.0,35.0505
100.0,20.949499999999997,56.0,35.0505
100.0,20.949499999999997,56.0,35.0505
100.0,21.2718,56.0,34.7282
100.0,21.2718,56.0,34.7282
100.0,21.2718,56.0,34.7282
100.0,21.594099999999997,56.0,34.4059
100.0,21.594099999999997,56.0,34.4059
100.0,21.9164,56.0,34.083600000000004
100.0,21.9164,56.0,34.083600000000004
100.0,22.238699999999998,56.0,33.761300000000006
100.0,22.238699999999998,56.0,33.761300000000006
100.0,22.561,56.0,33.439
100.0,22.8833,56.0,33.1167
100.0,23.205599999999997,56.0,32.7944
100.0,23.5279,56.0,32.4721
100.0,23.5279,56.0,32.4721
100.0,23.850199999999997,56.0,32.1498
100.0,24.1725,56.0,31.8275
100.0,24.494799999999998,56.0,31.505200000000002
100.0,24.817099999999996,56.0,31.182900000000004
100.0,25.1394,56.0,30.8606
100.0,25.1394,56.0,30.8606
100.0,25.461699999999997,56.0,30.538300000000003
100.0,25.784,56.0,30.216
100.0,26.106299999999997,56.0,29.893700000000003
100.0,26.4286,56.0,29.5714
100.0,26.750899999999998,56.0,29.249100000000002
100.0,27.073199999999996,56.0,28.926800000000004
100.0,27.3955,56.0,28.6045
100.0,27.717799999999997,56.0,28.282200000000003
100.0,28.0401,56.0,27.9599
100.0,28.362399999999997,56.0,27.637600000000003
100.0,28.6847,56.0,27.3153
100.0,29.006999999999998,56.0,26.993000000000002
100.0,29.329299999999996,56.0,26.670700000000004
100.0,29.6516,56.0,26.3484
100.0,29.973899999999997,56.0,26.026100000000003
100.0,30.2962,56.0,25.7038
100.0,30.618499999999997,56.0,25.381500000000003
100.0,30.940799999999996,56.0,25.059200000000004
100.0,31.263099999999998,56.0,24.736900000000002
100.0,31.585399999999996,56.0,24.414600000000004
100.0,31.585399999999996,56.0,24.414600000000004
100.0,32.23,56.0,23.770000000000003
100.0,32.23,56.0,23.770000000000003
100.0,32.8746,56.0,23.1254
100.0,33.1969,56.0,22.8031
100.0,33.5192,56.0,22.480800000000002
100.0,33.5192,56.0,22.480800000000002
100.0,33.841499999999996,56.0,22.158500000000004
100.0,34.163799999999995,56.0,21.836200000000005
100.0,34.4861,56.0,21.5139
100.0,34.8084,56.0,21.1916
100.0,35.1307,56.0,20.869300000000003
100.0,35.452999999999996,56.0,20.547000000000004
100.0,35.775299999999994,56.0,20.224700000000006
100.0,36.0976,56.0,19.9024
100.0,36.4199,56.0,19.5801
100.0,36.7422,56.0,19.257800000000003
100.0,37.064499999999995,56.0,18.935500000000005
100.0,37.386799999999994,56.0,18.613200000000006
100.0,37.386799999999994,56.0,18.613200000000006
100.0,38.0314,56.0,17.968600000000002
100.0,38.353699999999996,56.0,17.646300000000004
100.0,38.675999999999995,56.0,17.324000000000005
100.0,38.675999999999995,56.0,17.324000000000005
100.0,38.9983,56.0,17.0017
100.0,39.3206,56.0,16.6794
99.40842832000001,39.6429,56.0,16.357100000000003
98.74458448000001,39.965199999999996,56.0,16.034800000000004
98.14320448000002,40.287499999999994,56.0,15.712500000000006
97.36674751999999,40.6098,56.0,15.3902
96.63837952,40.9321,56.0,15.067900000000002
97.8920288,40.9321,56.0,15.067900000000002
97.10248736000001,41.2544,56.0,14.745600000000003
96.38024456000002,41.576699999999995,56.0,14.423300000000005
95.50683976000003,41.898999999999994,56.0,14.101000000000006
